date,wind,temperature
2024-02-10-00,1.1058190405368793,1.410577368736274
2024-02-10-03,-0.16753576397895914,1.4105817437172006
2024-02-10-06,-0.7345560550689707,1.4105817437172006
2024-02-10-09,-0.7602484166622171,1.410568618774421
2024-02-10-12,-0.086028528213502,1.410559868812568
2024-02-10-15,1.0986848831176745,1.4105554938316414
2024-02-10-18,2.1291091561317432,1.410559868812568
2024-02-10-21,2.2804422140121448,1.410568618774421
2024-02-11-00,1.3483909785747517,1.410577368736274
2024-02-11-03,-0.01748821735382183,1.4105817437172006
2024-02-11-06,-0.679807698726655,1.410577368736274
2024-02-11-09,-0.7779518187046061,1.410568618774421
2024-02-11-12,-0.2263100266456614,1.410559868812568
2024-02-11-15,0.9061334252357471,1.4105554938316414
2024-02-11-18,2.00247339606285,1.410559868812568
2024-02-11-21,2.3183340311050404,1.410568618774421
2024-02-12-00,1.5368510305881489,1.410577368736274
2024-02-12-03,0.13949698805808916,1.4105817437172006
2024-02-12-06,-0.6149022817611705,1.4105817437172006
2024-02-12-09,-0.7823852777481088,1.410568618774421
2024-02-12-12,-0.34598695635795695,1.410559868812568
2024-02-12-15,0.7346007049083698,1.4105554938316414
2024-02-12-18,1.8809948980808247,1.410559868812568
2024-02-12-21,2.3368273973464952,1.410568618774421
2024-02-13-00,1.696167093515395,1.410577368736274
2024-02-13-03,0.34922917485237015,1.4105817437172006
2024-02-13-06,-0.5241205751895914,1.410577368736274
2024-02-13-09,-0.7792002797126779,1.410568618774421
2024-02-13-12,-0.4901885032653818,1.410559868812568
2024-02-13-15,0.5217973172664632,1.4105554938316414
2024-02-13-18,1.7221274077892292,1.410559868812568
2024-02-13-21,2.3525790452957143,1.410568618774421
2024-02-14-00,1.8978606998920429,1.410577368736274
2024-02-14-03,0.6083447098731983,1.4105817437172006
2024-02-14-06,-0.4090908050537119,1.410577368736274
2024-02-14-09,-0.7701355397701273,1.410568618774421
2024-02-14-12,-0.6513881742954264,1.410559868812568
2024-02-14-15,0.2720951914787282,1.4105554938316414
2024-02-14-18,1.5253065705299365,1.410559868812568
2024-02-14-21,2.352583676576613,1.410568618774421
2024-02-15-00,2.1211354136466967,1.410577368736274
2024-02-15-03,0.9116843461990345,1.4105817437172006
2024-02-15-06,-0.2722324848175059,1.4105817437172006
2024-02-15-09,-0.7582324862480173,1.410568618774421
2024-02-15-12,-0.7275767147541056,1.410559868812568
2024-02-15-15,0.05213779807090656,1.4105554938316414
2024-02-15-18,1.272746944427489,1.4105554938316414
2024-02-15-21,2.2318243503570545,1.410568618774421
2024-02-16-00,2.233348703384398,1.410577368736274
2024-02-16-03,1.1787226796150196,1.4105817437172006
2024-02-16-06,-0.12432922124862773,1.410577368736274
2024-02-16-09,-0.7199092984199533,1.410568618774421
2024-02-16-12,-0.7663630306720743,1.410559868812568
2024-02-16-15,-0.12847620248794658,1.4105554938316414
2024-02-16-18,1.0432444810867298,1.410559868812568
2024-02-16-21,2.0954523146152484,1.410568618774421
2024-02-17-00,2.296558409929274,1.410577368736274
2024-02-17-03,1.4067537188529957,1.4105817437172006
2024-02-17-06,0.020197176933287538,1.410577368736274
2024-02-17-09,-0.6646091580390939,1.410568618774421
2024-02-17-12,-0.7803805947303781,1.410559868812568
2024-02-17-15,-0.25764593482017617,1.410551118850715
2024-02-17-18,0.8615474224090565,1.4105554938316414
2024-02-17-21,1.9720114767551409,1.410568618774421
2024-02-18-00,2.325382840633391,1.410577368736274
2024-02-18-03,1.5797208130359637,1.4105817437172006
2024-02-18-06,0.19500024318694964,1.410577368736274
2024-02-18-09,-0.5911921083927164,1.410568618774421
2024-02-18-12,-0.7819453060626993,1.410559868812568
2024-02-18-15,-0.38550832271576024,1.410551118850715
2024-02-18-18,0.6775902986526479,1.4105554938316414
2024-02-18-21,1.8395363330841052,1.4105642437934944
2024-02-19-00,2.3430438995361316,1.410577368736274
2024-02-19-03,1.7514057040214526,1.410577368736274
2024-02-19-06,0.4191681325435628,1.410577368736274
2024-02-19-09,-0.4932868301868448,1.410568618774421
2024-02-19-12,-0.7769243359565744,1.410559868812568
2024-02-19-15,-0.5340652585029612,1.4105554938316414
2024-02-19-18,0.45419384837150467,1.410559868812568
2024-02-19-21,1.6694995164871205,1.410568618774421
2024-02-20-00,2.3538559556007375,1.410577368736274
2024-02-20-03,1.9593713879585253,1.4105817437172006
2024-02-20-06,0.690571117401122,1.410577368736274
2024-02-20-09,-0.3720961332321177,1.410568618774421
2024-02-20-12,-0.766908860206605,1.410559868812568
2024-02-20-15,-0.6825428009033213,1.4105554938316414
2024-02-20-18,0.206264841556548,1.410559868812568
2024-02-20-21,1.458473217487334,1.410568618774421
2024-02-21-00,2.328955543041228,1.410577368736274
2024-02-21-03,2.163561916351317,1.4105817437172006
2024-02-21-06,0.9911796212196339,1.410577368736274
2024-02-21-09,-0.23237634301185708,1.410568618774421
2024-02-21-12,-0.7517440617084513,1.410559868812568
2024-02-21-15,-0.7429446280002604,1.4105554938316414
2024-02-21-18,-0.005537527799607356,1.410559868812568
2024-02-21-21,1.20083109140396,1.410568618774421
2024-02-22-00,2.1919655621051777,1.410577368736274
2024-02-22-03,2.2555431246757496,1.4105817437172006
2024-02-22-06,1.2488111615180957,1.410577368736274
2024-02-22-09,-0.08125036954879863,1.410568618774421
2024-02-22-12,-0.704487794637681,1.410559868812568
2024-02-22-15,-0.7718722701072702,1.4105554938316414
2024-02-22-18,-0.16908790469169718,1.4105554938316414
2024-02-22-21,0.9866661071777333,1.4105642437934944
2024-02-23-00,2.0576908349990832,1.4105729937553475
2024-02-23-03,2.306798171997069,1.4105817437172006
2024-02-23-06,1.4615212619304645,1.410577368736274
2024-02-23-09,0.05949028730392352,1.410568618774421
2024-02-23-12,-0.6486160218715677,1.410559868812568
2024-02-23-15,-0.7818487107753763,1.4105554938316414
2024-02-23-18,-0.28739596009254553,1.4105554938316414
2024-02-23-21,0.818915158510207,1.4105642437934944
2024-02-24-00,1.9419657111167896,1.410577368736274
2024-02-24-03,2.3300591111183153,1.4105817437172006
2024-02-24-06,1.6186864256858813,1.410577368736274
2024-02-24-09,0.2469241797924031,1.410568618774421
2024-02-24-12,-0.5688699960708627,1.410559868812568
2024-02-24-15,-0.7814967334270487,1.4105554938316414
2024-02-24-18,-0.42260488271713353,1.410559868812568
2024-02-24-21,0.6241162061691273,1.410568618774421
2024-02-25-00,1.800416564941405,1.410577368736274
2024-02-25-03,2.3482626914978013,1.4105817437172006
2024-02-25-06,1.8030616879463184,1.410577368736274
2024-02-25-09,0.48410729169845473,1.410568618774421
2024-02-25-12,-0.4646708071231852,1.410559868812568
2024-02-25-15,-0.7748151183128367,1.4105554938316414
2024-02-25-18,-0.5746868848800669,1.4105554938316414
2024-02-25-21,0.39151409268379106,1.4105642437934944
2024-02-26-00,1.6204661607742297,1.4105729937553475
2024-02-26-03,2.3544884562492356,1.4105817437172006
2024-02-26-06,2.0159008026123035,1.410577368736274
2024-02-26-09,0.7667570114135731,1.410568618774421
2024-02-26-12,-0.3377955436706553,1.410559868812568
2024-02-26-15,-0.7639541029930125,1.4105554938316414
2024-02-26-18,-0.698004001379014,1.4105554938316414
2024-02-26-21,0.1532439529895772,1.4105642437934944
2024-02-27-00,1.3945886671543108,1.4105729937553475
2024-02-27-03,2.2924590647220597,1.4105817437172006
2024-02-27-06,2.1840288698673236,1.410577368736274
2024-02-27-09,1.0525976836681354,1.410568618774421
2024-02-27-12,-0.19836620092392068,1.410559868812568
2024-02-27-15,-0.7439125657081613,1.4105554938316414
2024-02-27-18,-0.7540226519107828,1.4105554938316414
2024-02-27-21,-0.05180799365043743,1.4105642437934944
2024-02-28-00,1.1425437748432148,1.410577368736274
2024-02-28-03,2.155817091464995,1.4105817437172006
2024-02-28-06,2.2686119377613054,1.410577368736274
2024-02-28-09,1.3039406061172474,1.410568618774421
2024-02-28-12,-0.04601558446884258,1.410559868812568
2024-02-28-15,-0.6910511255264292,1.4105554938316414
2024-02-28-18,-0.7756341934204111,1.4105554938316414
2024-02-28-21,-0.20158824920654397,1.4105642437934944
2024-02-29-00,0.9410962879657734,1.4105729937553475
2024-02-29-03,2.0263800680637347,1.4105817437172006
2024-02-29-06,2.3130239367485035,1.410577368736274
2024-02-29-09,1.503666579723357,1.410568618774421
2024-02-29-12,0.09652928709983721,1.410559868812568
2024-02-29-15,-0.6332084119319925,1.4105554938316414
2024-02-29-18,-0.7826459527015696,1.4105554938316414
2024-02-29-21,-0.3151419639587412,1.4105642437934944
2024-03-01-00,0.7790848195552815,1.410577368736274
2024-03-01-03,1.913360273838042,1.4105817437172006
2024-03-01-06,2.333099877834319,1.410577368736274
2024-03-01-09,1.6543062686920154,1.410568618774421
2024-03-01-12,0.2948327958583821,1.410559868812568
2024-03-01-15,-0.5481178879737864,1.4105554938316414
2024-03-01-18,-0.7808748185634623,1.4105554938316414
2024-03-01-21,-0.4556801676750193,1.4105642437934944
2024-03-02-00,0.5748129129409779,1.410577368736274
2024-03-02-03,1.7631797432899463,1.4105817437172006
2024-03-02-06,2.351127469539641,1.4105817437172006
2024-03-02-09,1.8492626845836626,1.410568618774421
2024-03-02-12,0.5439024209976185,1.410559868812568
2024-03-02-15,-0.4380442500114451,1.410551118850715
2024-03-02-18,-0.7726615726947794,1.4105554938316414
2024-03-02-21,-0.6117702126503001,1.4105642437934944
2024-03-03-00,0.33387184739112746,1.4105729937553475
2024-03-03-03,1.5748672306537617,1.4105817437172006
2024-03-03-06,2.3540438532829273,1.410577368736274
2024-03-03-09,2.066970598697661,1.410568618774421
2024-03-03-12,0.8365967273712147,1.410559868812568
2024-03-03-15,-0.3062512278556834,1.4105554938316414
2024-03-03-18,-0.7612143695354471,1.4105554938316414
2024-03-03-21,-0.712231296300889,1.4105642437934944
2024-03-04-00,0.10455662012100116,1.410577368736274
2024-03-04-03,1.3359176158905017,1.4105817437172006
2024-03-04-06,2.262566131353377,1.410577368736274
2024-03-04-09,2.206812787055968,1.410568618774421
2024-03-04-12,1.1124920547008503,1.410559868812568
2024-03-04-15,-0.16358065009117229,1.4105554938316414
2024-03-04-18,-0.7332136452198038,1.4105554938316414
2024-03-04-21,-0.7608068168163309,1.4105642437934944
2024-03-05-00,-0.08993402123451336,1.4105729937553475
2024-03-05-03,1.0936215698719014,1.410577368736274
2024-03-05-06,2.126063096523284,1.410577368736274
2024-03-05-09,2.2819599509239183,1.410568618774421
2024-03-05-12,1.353748708963393,1.410559868812568
2024-03-05-15,-0.01404254436493023,1.4105554938316414
2024-03-05-18,-0.6784236073493967,1.4105554938316414
2024-03-05-21,-0.7781807363033304,1.4105642437934944
2024-03-06-00,-0.22918539047241313,1.4105729937553475
2024-03-06-03,0.9020446658134449,1.4105817437172006
2024-03-06-06,1.999687349796294,1.410577368736274
2024-03-06-09,2.318996304273604,1.410568618774421
2024-03-06-12,1.5407962203025807,1.410559868812568
2024-03-06-15,0.1445894122123708,1.410551118850715
2024-03-06-18,-0.6127275645732889,1.4105554938316414
2024-03-06-21,-0.7823442578315745,1.4105642437934944
2024-03-07-00,-0.3496145725250254,1.410577368736274
2024-03-07-03,0.7293653726577748,1.4105817437172006
2024-03-07-06,1.8771893084049212,1.4105817437172006
2024-03-07-09,2.3374036610126483,1.410568618774421
2024-03-07-12,1.7011840939521778,1.410559868812568
2024-03-07-15,0.35569444298744096,1.4105554938316414
2024-03-07-18,-0.521268367767335,1.410559868812568
2024-03-07-21,-0.7789951801300058,1.410568618774421
2024-03-08-00,-0.49426403045654393,1.410577368736274
2024-03-08-03,0.5155311942100514,1.4105817437172006
2024-03-08-06,1.717267870903014,1.4105817437172006
2024-03-08-09,2.3527365088462817,1.410568618774421
2024-03-08-12,1.903596210479735,1.410559868812568
2024-03-08-15,0.6159704446792592,1.4105554938316414
2024-03-08-18,-0.4056643187999735,1.410559868812568
2024-03-08-21,-0.7698378145694742,1.410568618774421
2024-03-09-00,-0.6560703992843637,1.410577368736274
2024-03-09-03,0.2649272918701161,1.4105817437172006
2024-03-09-06,1.5193811774253834,1.4105817437172006
2024-03-09-09,2.3523514509201036,1.410568618774421
2024-03-09-12,2.1275775253772724,1.410559868812568
2024-03-09-15,0.9206802785396565,1.4105554938316414
2024-03-09-18,-0.2681490182876597,1.410559868812568
2024-03-09-21,-0.7578725695610056,1.410568618774421
